,Group Id,Player ID,Position,Distance (m),Distance / min (m),Time on Ice (s),High Metabolic Power Distance (m),High Metabolic Power Distance / min (m),Accelerations (high),Accelerations (very high),Acceleration Load (max.),Speed (max.) (km/h),Speed (Ø) (km/h),Acceleration (max.) (m/s²),Deceleration (max.) (m/s²),Accelerations,Decelerations
18,1,81,2,5476,120.07480020643004,2355,702.0,27.989006268797326,5,1,7.657183432465172,19.858496891931203,9.62589301372671,2.5082177691887715,-3.449249683212867,6,9
19,1,82,1,5582,160.51273634003357,2026,582.0,19.38689482183197,4,1,7.538175721937809,20.40946331116083,10.230836244726161,2.1662855805216212,-3.686079820014892,7,11
20,1,83,2,4634,137.21851468240268,1944,593.0,27.470060369902704,5,1,9.176784961323825,20.737658923140202,9.271112029816711,2.1480173088220047,-3.6176177492234136,7,9
21,1,84,3,4829,136.29867939559432,2346,622.0,24.084829192036874,4,1,6.735562635193598,17.61843910118646,11.06245430110094,2.6940135388270794,-3.5254508857352693,8,9
22,2,85,1,5105,138.8747994287944,2005,607.0,24.874366319032347,5,1,8.488307726688127,17.893697087202273,12.26197794185443,2.3277801391896027,-3.6089557703288446,7,7
23,2,86,1,6149,116.98357876232397,2608,685.0,22.55935505319848,3,1,8.752092117961206,19.937600923778717,11.279791906358446,2.1691832668055184,-3.0102619917653204,6,9
24,2,87,1,4702,128.6912940951025,2198,576.0,25.970456152509612,4,1,7.228254249962935,22.859651222541288,9.260566892034294,1.8583540305619357,-3.2655993430631116,8,11
25,2,88,1,4889,118.35574424608706,2515,758.0,24.912210230219735,5,1,8.882681602519181,21.622518954102755,9.295125175644005,2.6089824570404385,-3.987953609566908,7,7
26,2,89,1,4547,127.66499680727205,1954,576.0,19.572907247237694,5,1,7.200995054584847,22.876140190307595,12.332504188949803,2.506750575984711,-3.7747093820709576,7,10
27,2,90,1,4596,146.47472091443464,2428,701.0,24.433161816814785,5,1,9.910355555057377,20.228214982115514,10.821767801619364,2.733539883556638,-3.5103528568627826,7,7
28,2,91,3,6036,148.6829931385825,2346,589.0,26.186780125683114,4,1,8.26279237795321,21.159056578938078,13.209584024289601,2.1073831152419538,-3.239000904091047,6,10
29,2,92,3,5530,165.46953909908837,2449,677.0,23.99636301339352,5,1,7.893317441898579,19.409314161394928,9.678784047886312,2.0541031612079195,-3.668191167089689,7,9
30,2,93,3,4607,115.58889891963031,2644,815.0,26.121993970536977,3,1,9.113205850419472,20.060197010580897,10.183970967644578,2.1306720256844525,-3.699512276372376,7,7
31,2,94,3,5072,151.2609174485858,2201,701.0,24.680300304994333,4,1,9.119067470263472,19.575141032076104,13.402200174515443,2.2447798196350175,-3.3535819725176794,7,7
32,2,95,3,5419,137.04937874131906,1864,806.0,26.958114426391347,3,1,7.726133569679719,17.50722860213121,12.660999101811242,2.289554761507301,-3.394062691911956,8,8
33,2,96,3,5984,165.88284393558325,1923,625.0,27.919263522137403,4,1,9.003142661374786,18.71866169680115,11.43753448509701,2.4448010008744836,-3.4596475062905854,8,9
34,2,97,2,5925,126.07720741131897,1952,685.0,19.41545024742682,4,1,8.299988938635604,24.487168901128438,13.65192458509376,1.884802935853895,-3.3715988664475223,7,10
35,2,98,2,4600,150.17319444004724,2488,626.0,22.939449154965104,4,1,8.691177012377105,18.148455823126778,11.56108493920192,2.1074607626873685,-3.5725357977808176,7,9
36,2,99,2,5651,127.6637035842261,2378,624.0,21.835309712223356,3,1,8.408681521886528,24.35148082378973,12.612046169287767,2.3547588748569295,-2.783386300425593,7,10
37,2,100,2,4846,165.23992470644367,2330,693.0,21.408392448121923,5,1,6.979492426258177,21.96297255870987,10.28471148356389,2.7192205630705195,-2.9736723555382376,7,8
38,2,101,2,4916,113.74517495490282,2043,649.0,19.500875113934015,3,1,9.508563522006144,21.166004308585194,10.721403967154314,2.348537400424241,-3.54734595442694,8,7
39,2,102,2,4997,130.77055452423514,1925,787.0,25.055095339357596,5,1,7.657665158779033,21.104843506736522,11.112839744522232,2.441833950970003,-3.384267758995308,7,9
40,2,103,2,4795,123.66029259897398,2263,569.0,26.520685351741427,5,1,8.238044075000303,19.00198904163383,11.720593167938045,2.3587881009180505,-3.4685462132233202,8,8
41,2,104,1,5757,125.32281363971153,2728,707.0,20.2150962839927,5,1,7.963598266280153,19.219584037591634,12.906099591179448,2.4933620725697043,-3.604862509409631,8,9
42,2,105,2,5660,151.0000080227753,2363,822.0,21.812471526878404,3,1,7.552128225794712,18.939790419199678,13.526818860795228,2.2538518032357926,-3.6539568788348635,6,9
43,2,106,3,5153,129.25871356520094,2070,822.0,25.77958848601145,4,1,8.948757174557251,19.874048385560766,12.479122087518277,2.500890354871919,-3.2683581251261304,8,11
44,3,107,1,5707,136.39395006124687,2362,818.0,21.06580557240653,3,1,8.864179538357128,19.45178006484015,12.444720903209198,2.482458094885547,-3.7137248291726523,8,8
45,3,108,1,5509,123.49997500806454,2389,743.0,22.294739753160698,4,1,8.020799079954399,20.461429413801795,10.57018873503807,2.0082291437934825,-4.084332530934024,6,10
46,3,109,1,5998,120.05451839132644,2135,744.0,20.84293356197749,5,1,8.048234795073302,19.971529454050252,11.44686045750941,2.550189319602085,-3.9032481174756777,8,9
47,3,110,1,4390,131.28234767766224,2156,626.0,21.714549122989983,5,1,7.564409978266081,17.509748790758625,12.191814671065922,2.5370605484399342,-3.314477710201726,6,9
48,3,111,1,5105,120.0228592144758,2041,628.0,24.39736886782244,4,1,8.814643107148655,17.954502472191802,13.071296044137645,2.067239352896411,-2.92089531061673,7,9
49,3,112,1,4893,140.33498235011243,2560,608.0,25.536823220841793,4,1,7.549920548422398,25.01993319562441,13.433941983213831,2.5174827557339827,-4.112131585518338,7,8
50,3,113,3,4430,133.55310571517407,2758,806.0,24.575889795662235,5,1,8.978044633792464,22.110713984138535,13.328144575892903,2.2644183541912164,-3.8239768439971287,6,7
51,3,114,3,5367,143.4949255418421,2475,824.0,21.972284950724823,3,1,9.978140870139612,22.943673139346167,11.519212210305502,2.557691321777501,-3.026680115600296,6,9
52,3,115,3,4964,121.47581478761698,2695,648.0,22.165656743613557,4,1,7.435096083383932,18.845461160828716,13.192687445363397,2.0119748787818703,-3.0641701297211585,6,7
53,3,116,3,4820,117.33911526422762,2361,790.0,27.822277802221485,5,1,9.427037851965219,22.677529212102048,13.49446501139154,2.0567193564890847,-3.0355884307364405,8,11
54,3,117,3,4796,163.92171294128676,2078,672.0,26.12339860764856,4,1,8.65956824490535,23.19712117812977,9.803767078554694,2.3159118548123514,-3.579839024014566,6,11
55,3,118,3,5049,135.80845687514446,2699,699.0,25.82878565832239,4,1,8.17786513974552,18.4771933436061,11.308842161761412,2.413949235904383,-3.3778560097945505,7,9
56,3,119,2,5230,140.3235828381772,2302,730.0,28.520627105706936,4,1,8.508704781342399,25.16531099880654,10.411071168323588,1.9972090167812158,-3.248582519741532,6,8
57,3,120,2,4273,130.8857314071085,2191,677.0,21.08239746352433,4,1,8.753821821824442,19.238085640595763,13.221010865547218,2.7470265434705357,-4.1122377396194585,7,8
58,3,121,2,4692,160.86995954219228,2502,816.0,28.622601234027286,4,1,7.116623663385966,17.246380724695534,12.060238859924342,2.1413291538239982,-3.846112027789549,8,8
59,3,122,2,5041,121.74612156284512,2736,579.0,26.890839460523857,4,1,8.81989156850776,22.986523868505316,11.682072188044629,2.569678294537466,-3.510854058782022,8,8
60,3,123,2,4591,120.38802074610547,2345,769.0,19.70039644068281,4,1,7.5817928133802,19.277332246201492,10.009147691951856,2.157160656332584,-3.144901357737023,6,9
61,3,124,2,5823,166.07339508613296,2405,733.0,27.719573825740973,5,1,8.078636908639723,21.50790248336876,11.126759203980862,1.9951239630849924,-4.146783354366223,8,10
62,3,125,2,5279,153.76185953741862,1928,646.0,24.768614060205305,4,1,8.998824449721306,24.446335080875098,11.008593356161361,2.0904330310308974,-3.5862275795024248,7,9
63,3,126,1,5963,155.04053867443758,2343,722.0,24.671491792870192,4,1,8.9177142942616,23.52876016046338,10.584458380389343,2.371542527689151,-3.665293164825527,7,8
64,3,127,2,4634,140.31609200113752,2330,571.0,21.685927121769197,4,1,7.489211593506408,19.25594953798959,9.884495734001137,2.4388662734834945,-3.1527320883066996,5,9
65,3,128,3,5054,118.26433053039204,2473,815.0,19.86561135164395,3,1,9.238493387825908,21.298068562409078,12.341934917735408,2.0703667931310323,-4.122804606588312,7,7
66,4,129,1,5810,139.7542663410094,2619,704.0,22.846820609244066,5,1,7.717729575613354,17.214165890075698,13.179379178081472,2.1131000781553375,-3.732775128440675,8,9
67,4,130,1,4605,132.1761066981322,2721,814.0,27.042413409691928,4,1,8.064065247273147,19.27210220592039,10.83257860833982,2.2785808846215527,-3.606704999482861,6,8
68,4,131,1,4487,123.43936188700255,1872,657.0,25.665739531169173,4,1,8.074515362163941,20.38437013896305,11.013809092108222,1.9568997062132882,-2.939332734809739,6,9
69,4,132,1,4667,160.85894148465047,2498,600.0,28.60561918542489,5,1,10.002085675568354,18.739866682459642,13.611592507359866,1.9189518623014856,-4.129153513990381,6,11
70,4,133,1,5162,116.05451688041438,2625,822.0,28.082706281454712,3,1,6.744740747063338,18.658185873560868,10.016835469089596,2.6761961958359572,-3.881636913977507,7,8
71,4,134,1,4655,138.30723163718883,1941,608.0,26.036025765628487,4,1,8.433574861744678,17.129833853811846,10.260278971551251,2.4710409338300305,-3.379601917900904,6,10
72,4,135,3,4123,152.60758281795228,2266,764.0,28.583644847862743,4,1,9.607077141795232,23.3727931868165,10.590312440580533,1.9489171928531044,-3.6696487904924497,6,10
73,4,136,3,5056,115.71313735525494,1958,730.0,22.649685554940262,4,1,7.105570216951807,22.176949822107375,13.43536009970811,2.1071069328305376,-3.7875964001336397,6,8
74,4,137,3,6002,156.3393440129253,2024,817.0,23.56187449061052,3,1,8.449517433630604,21.56969738563206,11.457478461335425,2.1762431119882755,-4.082983396868542,8,10
75,4,138,3,6120,150.13707429784617,2448,741.0,28.030935546802958,4,1,7.526666308110759,19.834510218105542,11.15875925990534,2.5345578321568176,-3.298375587746623,7,8
76,4,139,3,5895,128.7225228108669,2435,763.0,28.20852949134281,4,1,8.068242847995243,21.151932482418708,11.74020374682064,2.3299142751829773,-3.074985958247438,7,9
77,4,140,3,5932,162.65118264274804,2278,606.0,21.64505445426127,5,1,7.294782160929739,18.86307453177037,11.215076346099536,2.0374539465337542,-3.172669362247055,8,8
78,4,141,2,5007,126.67391098561589,1888,577.0,20.75340161010919,4,1,7.0385061931484865,22.89381143763562,11.015307294135482,1.973518202032449,-4.152944526444205,6,9
79,4,142,2,5862,159.1831290360838,2169,610.0,22.64028606666497,5,1,7.318900202336437,19.37095663199637,10.10056200044994,2.3587898075259117,-3.9790406418446733,6,9
80,4,143,2,5890,164.27579778017272,2394,807.0,20.19793033754763,5,1,9.887063775010494,21.404114290010796,12.172120229208621,2.767592242608599,-4.125027144351055,8,9
81,4,144,2,4967,127.83335925454898,1884,699.0,20.67981036923185,4,1,7.391454805217051,23.246833405547378,9.837484103925872,1.873470306991673,-3.401331231102379,7,9
82,4,145,2,5788,148.56977404067925,2379,801.0,19.72006743491099,3,1,9.99096935500197,19.113817824527903,10.094133352859268,2.104133944138262,-3.236439837570093,8,7
83,4,146,2,6091,153.1959472611232,1861,586.0,20.75859964014653,4,1,8.756988071615881,19.3231607692374,11.411447510455444,2.365794224334114,-3.951939600980183,6,10
84,4,147,2,4150,130.64108181487794,2323,605.0,23.904107689723386,4,1,7.568299084823597,20.580551788696027,12.121641522390746,2.5758846935472155,-3.4068390746362978,7,9
85,4,148,1,5319,169.31276614093076,1970,562.0,20.410386862844412,4,1,8.933185765569425,18.954976747618602,10.146376679905764,2.781761013590957,-3.604064556289151,7,9
86,4,149,2,6161,140.35576635650617,2418,628.0,20.889115483441856,5,1,9.993538730440978,17.807886510919353,11.188795611575054,2.2029872517488114,-3.679247347332585,7,8
87,4,150,3,4755,119.12907732306229,2197,670.0,23.118401791400217,4,1,8.439674551158198,21.059690287785276,9.562624998847285,2.3973208527811583,-3.977343047234749,6,8
88,1,63,1,4809,166.28613188160114,2476,723.0,24.8335048964578,4,1,7.289025654957449,18.74161102743119,12.241189569047338,2.5287273233207253,-3.5831931678573725,6,10
89,1,64,1,5207,117.43976793527274,2538,596.0,21.943156762016336,5,1,9.874804850923267,20.309735884593195,11.059549700317655,2.3855188830845266,-3.9294927566480857,8,9
90,1,65,1,5887,114.22672822611153,2561,560.0,26.330016138430032,5,1,9.853302955593612,24.780727647581543,12.945711537062563,1.9520251662538914,-3.031508945242393,7,10
91,1,66,1,5673,125.18795042980733,2260,821.0,20.09030920755023,4,1,8.990566192355976,18.172211834490362,10.709553984402694,2.002062488608207,-3.0519892382373666,7,8
92,1,67,1,5431,144.1120377199353,2740,630.0,28.37460386589254,5,1,8.820766429657926,21.78866846839308,9.955996593087615,2.152427083891004,-3.335547918357059,8,10
93,1,68,1,4546,167.14305998986293,2661,582.0,26.26595990788541,5,1,8.287013271302849,21.588761381961287,9.388667020615573,2.6129951056355036,-3.295236279269502,5,10
94,1,69,3,4143,139.51276143502685,2178,712.0,26.997558111281574,5,1,7.624550501115086,24.30402931635631,10.507746587097492,2.704799665271657,-3.9247189221738896,6,9
95,1,70,3,5367,117.13988201388379,2369,796.0,26.596499913446603,5,1,7.297001317279973,21.946091884150093,9.961076262864685,1.8947141035598802,-2.9710945849287174,6,10
96,1,71,3,4214,148.31759269610677,1971,624.0,20.13448050110159,5,1,7.60734452840277,17.63382534308312,9.230829297384474,2.3578553828487214,-3.8547844620529896,7,8
97,1,72,3,5122,150.17586384512984,2066,714.0,26.48624733532153,4,1,7.096163360606781,21.40747637254097,13.606931401697164,2.1575844494356704,-3.4347188895837415,8,7
98,1,73,3,4662,115.01750282615694,1943,628.0,25.73633005390878,5,1,9.527713267504495,18.826176292379827,12.762104272707802,2.4663352094789475,-3.4064718766887534,8,9
99,1,74,3,4479,148.9422180380813,2296,731.0,26.988429559669502,4,1,8.536908401235008,17.97208829058826,10.73736953078838,2.7542941757781763,-3.3473855670828545,6,9
100,1,75,2,4694,164.72195087049658,2535,617.0,20.680912861368988,4,1,7.51306982943891,21.51788746458561,10.640202280559174,2.674267291726402,-3.023014974026447,7,9
101,1,76,2,5064,145.36268445866006,2673,587.0,23.90082990230313,5,1,8.480690954505192,18.44534532195818,11.106236358934764,2.2784856145971135,-3.115561401268912,6,9
102,1,77,2,5802,114.69115167621088,1921,584.0,26.468012559829184,4,1,9.213501637826628,21.437507403314576,12.428340758630515,2.435424673938483,-3.0644758412195237,8,10
103,1,78,2,6041,124.57607178574808,2579,758.0,24.20379124249248,5,1,8.483892878341543,17.362845435493554,12.01412339217561,2.305002158007914,-3.194771212641025,6,10
104,1,79,2,5549,126.18318232877354,2432,640.0,22.628898800824313,5,1,9.69069470745446,18.52298589105192,12.122529982560328,2.6900758649207384,-3.546335753396523,8,9
105,1,80,2,4186,126.88255468714183,2350,759.0,24.145845053813883,4,1,8.687309091219205,24.275520118474695,12.518832980959008,2.569920673701293,-2.8549781546721955,7,10
106,1,81,2,5964,121.20262745947157,2092,575.0,22.58347259895796,4,1,6.912817917417976,19.50516344614154,13.32346974879496,2.7441592637859635,-3.374279710074015,6,10
107,1,82,1,6111,118.19639861988907,1984,645.0,25.86374677640883,5,1,6.911706642421119,25.172257939908814,13.520622020358868,1.9719641230088283,-3.396788492006104,7,8
108,1,83,2,4248,137.83791066209565,2331,625.0,26.79497005875182,5,1,8.742693786123528,23.2567377257508,10.29704264840999,2.4253944523749267,-3.6108781364935996,6,7
109,1,84,3,5120,150.3051250110837,2431,734.0,26.173112869801916,4,1,6.775039889133113,17.97300570106852,10.950484012279503,2.142417130968267,-2.851401319921275,6,9
110,2,85,1,4390,114.55048113507473,2340,790.0,24.748586166993178,4,1,7.038190091591309,23.880964690810593,10.042528480786103,2.7486328401976463,-2.872720784487705,6,10
111,2,86,1,5683,126.44650056482408,2279,584.0,24.42388653484444,4,1,7.071061660248862,17.573252570738493,11.831945998587784,1.9723619131705914,-2.9551351188370236,6,9
112,2,87,1,5724,155.59668530709325,2243,818.0,20.082478811967757,5,1,7.278278794767439,18.69995410190114,9.610475605757932,2.3908233836823896,-4.073915049978584,8,9
113,2,88,1,4726,155.51286274737095,2037,765.0,25.17263617145705,5,1,9.366544468976697,21.218119137710712,11.458954982518378,2.309193210428571,-3.443046572286417,5,9
114,2,89,1,4644,143.05703129345383,1933,564.0,28.70120770129399,4,1,9.173009247122545,18.670580724047653,13.520901266528641,1.94863186952917,-3.22637005379239,8,9
115,2,90,1,5196,135.3560456247812,2741,594.0,19.492173313661677,3,1,7.558041780592464,18.572419812843723,12.89916947955108,1.9656350844140371,-3.4533374349934243,6,9
116,2,91,3,4413,144.09273369787948,2310,606.0,19.26958383232996,4,1,8.882455338203146,22.819997588294925,11.191968467820079,1.9932209132308454,-3.9193947544425853,8,11
117,2,92,3,4319,157.92776318619855,1855,752.0,24.963031837327843,4,1,9.438911529763168,19.08427524040069,9.882666062273197,2.0368230296392773,-4.119363704804491,6,10
118,2,93,3,5338,134.74649663324004,2298,762.0,28.627573797752074,4,1,9.671890428458141,21.684507638807347,9.77182015459402,2.626122924007622,-4.025777257263929,8,7
119,2,94,3,5513,154.39863064937504,1935,749.0,22.68971072656015,3,1,8.671840482475075,21.424051625034746,10.153872180989325,2.5101538748872887,-3.415225035639696,6,8
120,2,95,3,5768,143.24579612442807,2270,653.0,24.319028659640406,4,1,9.418954806967202,21.560764483606235,13.057354108066502,2.2895869196567586,-3.4471955711812887,7,9
121,2,96,3,4985,140.9936693828727,2425,725.0,19.23194889846791,4,1,6.918287616021514,23.190323201942263,11.310860787910912,1.9752600220693661,-3.851361915507032,7,8
122,2,97,2,5211,137.61332626005208,2169,693.0,20.595069819128128,4,1,9.371673106141891,20.409648228124002,9.150402560964974,2.367761483352804,-3.273601849655417,6,11
123,2,98,2,4738,127.27649257751382,2202,659.0,24.118758741347026,4,1,8.003544115648781,17.702103294620184,10.038988419759633,2.5777002425867384,-3.077506547264806,6,10
124,2,99,2,5992,148.75370387211754,2523,610.0,23.625087760424066,4,1,7.973186410870251,22.112617634993605,11.901190943203085,2.6520389588759667,-3.957289793286134,6,10
125,2,100,2,5384,117.6183697738416,2320,750.0,24.487059543359145,3,1,7.610320883298356,22.15095649766404,10.607349652678991,2.669354029718131,-3.3454005994736002,7,10
126,2,101,2,5277,124.07256912550433,2667,665.0,23.577210073449454,3,1,8.529105095009998,24.730237608547274,12.745918062271768,2.332429552535438,-3.8438928573512037,6,9
127,2,102,2,5995,129.15958024340674,2460,633.0,22.79256500604809,4,1,7.0049276363365465,21.84339561940048,13.243280596515362,2.6745581028211545,-2.783528256524799,8,10
128,2,103,2,5615,125.42600468470029,2530,622.0,21.548694784129268,4,1,6.7082535028188195,21.283966787038466,11.643700466523365,2.7846038790817103,-4.096675320105863,7,10
129,2,104,1,4592,148.11588842706587,2366,713.0,25.38514610795705,4,1,9.556806999773222,21.68235642465432,10.518613569035256,2.1810555939349054,-3.9142346606892984,7,7
130,2,105,2,4334,168.5106034642048,2424,631.0,22.69942239274114,4,1,6.986601040472423,21.82048194715867,9.514140842103355,2.479628724034391,-3.901240340878277,8,9
131,2,106,3,5608,151.11326676491828,1846,803.0,28.419079113945333,4,1,7.9987854635754445,18.065922075797587,9.549587604696988,2.6271310940849624,-3.2671894089429325,7,11
132,3,107,1,5024,156.1960444402975,1921,592.0,25.797575050328994,4,1,9.154366610530856,17.55598358277164,10.521572861760653,2.0178078675830826,-4.086182330308672,6,9
133,3,108,1,4965,160.39464300826145,1946,594.0,26.24982208248443,5,1,8.118677578247114,18.997763295627074,13.615519244553365,2.0273828840033725,-3.0003331303262337,7,10
134,3,109,1,4267,121.48700374986159,2546,696.0,24.97734333532398,4,1,8.32522673278393,21.567677423681786,11.01630080477562,2.552852701867222,-4.0897478601265425,7,11
135,3,110,1,5240,131.0093485109726,2704,707.0,19.269448783662654,4,1,8.33542437865002,22.025836334360793,11.121105941478728,2.2352497791832944,-3.1157011254104465,8,9
136,3,111,1,5121,144.08465667277335,2735,569.0,22.857000548025386,4,1,7.852378846489794,20.18218843311746,11.531342419301811,1.939923910417966,-3.075993008558526,6,10
137,3,112,1,4428,118.7465074945501,2305,562.0,28.112360974328574,4,1,6.720399623250265,17.237616158215587,13.113633469393223,2.6203633952482464,-3.362975546395434,7,9
138,3,113,3,4850,160.83489849074547,2398,767.0,21.864584060787415,5,1,9.528973991388902,24.344566515861136,9.282288792818427,2.347370468249403,-3.5803917264112264,8,9
139,3,114,3,4871,141.36437460295392,2229,580.0,28.100935101438694,5,1,9.997090062450535,25.000941999388623,9.19772062857703,2.6546123023010058,-3.5485727593412295,6,10
140,3,115,3,6073,131.4277373749003,2645,755.0,27.375961747683753,5,1,7.169761014261929,19.468653613364527,13.052220306411005,1.9713757720514549,-3.159745056611546,8,8
141,3,116,3,4792,156.5259475451037,2450,703.0,27.769039700406417,5,1,9.907120309128658,21.032326546241702,12.535430632889314,2.717270581216248,-3.214322128820804,7,7
142,3,117,3,4441,123.9693862420223,2418,679.0,21.524027690461363,4,1,8.059232997220366,25.000435479571507,13.366123111544567,2.440280744333945,-3.942111254645199,6,8
143,3,118,3,5460,132.1739551764739,2083,695.0,22.826238984245553,5,1,6.794286372862315,24.475299404156907,12.84972687979183,2.2506017786677965,-3.2060813048976726,8,10
144,3,119,2,5117,152.73612273192904,2637,670.0,22.604339597701745,4,1,9.13927325938155,23.44220881059308,12.058698388274799,2.7468952955585157,-3.5315970893968807,6,9
145,3,120,2,4135,114.29158035219322,2691,787.0,25.725458091687177,4,1,8.723853412653217,17.377245048223234,10.429434540877772,2.260922390646536,-3.0991351340745377,6,10
146,3,121,2,5545,131.8664522057396,1879,789.0,27.099687646224435,4,1,6.947206124016286,18.24683642474139,10.83699753048484,2.4750927250764563,-3.7433234366788932,7,9
147,3,122,2,4659,120.0411919950585,2627,581.0,22.020023081199408,4,1,8.844760108830895,17.684145794456867,12.571897317095516,2.757800074663338,-4.118466707416395,7,8
148,3,123,2,4428,154.76702352347692,2617,795.0,24.275232194863186,3,1,7.699418154249558,24.25651216952817,12.34432739537658,2.494801461608911,-3.2718469553934058,6,8
149,3,124,2,5833,119.33701131975047,2151,640.0,27.3987919132477,4,1,9.915001347643065,24.68548501426009,11.331726284737359,2.1766967266392663,-3.528786964533129,7,9
150,3,125,2,4242,121.5294062433492,2748,770.0,20.921376198643326,3,1,9.095922720406048,20.59961145791358,11.260834287712761,2.588100455305772,-2.835097570108524,7,11
151,3,126,1,4673,156.53657267066063,2554,656.0,26.791727247557073,5,1,7.074189328486452,16.980001871339738,11.378853634593657,2.3329785580608338,-3.7492742547755435,8,8
152,3,127,2,5627,160.25995199624117,2705,806.0,22.824209469645222,5,1,7.175962311220168,20.620045600353166,11.377389045861058,2.0686965046325376,-3.8997115215472045,6,10
153,3,128,3,4563,149.7612098197927,2588,578.0,22.89630244312738,4,1,8.873690028471504,19.810238680187247,11.939016497631993,1.9461769901331525,-3.526550394276306,8,10
154,4,129,1,4873,147.02431528417753,1945,706.0,20.56877082942345,4,1,9.529248404583413,18.584391682412107,13.625430166212098,2.6298544883813477,-3.3742255491647795,8,9
155,4,130,1,5426,147.6429828163281,2261,673.0,22.133408854313252,4,1,8.385949505493835,23.972075797458906,11.285815336977176,2.061518813312083,-2.97566866443972,8,11
156,4,131,1,5194,165.0008445140465,2280,729.0,19.492362931602006,5,1,8.481462400606752,22.745981314865748,9.710790339958841,1.8811371719795507,-3.4980711273273,6,10
157,4,132,1,4959,166.43451501937224,2365,644.0,28.43212394489644,5,1,8.899172801885811,19.773049933316063,11.586945167860701,2.279647903206763,-3.7402414510083357,6,9
158,4,133,1,4592,168.15384929659012,2118,798.0,23.85846234640127,4,1,6.849801612456301,22.044308463097394,10.346457382392371,1.9002361263222411,-3.5715457163331172,6,8
159,4,134,1,4546,126.50824411947288,2495,613.0,20.3064648159863,3,1,7.249720090595851,20.671986587468606,12.724161133489194,2.061536547650917,-3.822975721107909,7,8
160,4,135,3,4452,159.23500135006432,2590,703.0,21.205132593556193,4,1,9.25938467927372,19.926185469785167,10.846940387156216,2.4643068229132994,-3.5008811744469583,7,9
161,4,136,3,4317,120.46642746386236,2407,821.0,24.12007963252013,4,1,8.121968275683663,20.455574605435118,9.930905279626419,2.5343082849376444,-4.148176537564545,7,10
